Protein.ID	Control-Symbiosome_PValue	Control-Symbiosome_AdjPVal	Control-Symbiosome_log2FoldChange	featureAvg	Control_1.Intensity	Control_2.Intensity	Control_3.Intensity	Control_4.Intensity	Control_5.Intensity	Control_6.Intensity	Symbiosome_1.Intensity	Symbiosome_2.Intensity	Symbiosome_3.Intensity	Symbiosome_4.Intensity	Symbiosome_5.Intensity	Symbiosome_6.Intensity
AIPGENE11497	0.305743771530072	0.364648534852379	0.689411599170128	24.3760461540798	24.119522561568	24.5631744593836	24.6640513878999	23.4134574647657	24.7179451682022	25.3690501105195	NA	NA	23.7851219262197	NA	NA	NA
AIPGENE11506	0.0979987365424506	0.134808408025232	0.84923482135244	25.122861233435	24.8057660081498	25.4590278899751	25.5966428628972	25.2200759684671	24.8682522998418	25.5153179324384	NA	NA	24.3949456722758	NA	NA	NA
AIPGENE11531	NA	NA	NA	NA	NA	NA	NA	NA	21.9794123743709	NA	NA	NA	NA	NA	NA	NA
AIPGENE11540	8.58595835407742e-05	0.00030833552100278	2.25169764910307	24.5484566133193	25.062401115548	25.3401771754026	26.1953962092732	24.9920821742774	25.067246340591	25.1368319630298	22.170543277733	23.6094513568951	23.3619799071237	NA	NA	NA
AIPGENE11551	0.00281630602670597	0.00623293455061999	-1.4772569024234	22.9945457274441	23.0417157411929	20.8208893710152	22.2129278638976	22.5586645853284	22.3096486146317	NA	24.105479739256	24.2197081229438	22.4038805212887	23.5797090944708	23.955356677437	23.732022670423
AIPGENE11562	NA	NA	NA	NA	21.3458875278574	21.7503636780615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIPGENE11563	NA	NA	NA	NA	26.6399299566784	26.3138734630315	26.4795199221334	26.4918622426438	26.3227172612379	26.3648402013901	NA	NA	NA	NA	NA	NA
AIPGENE11578	NA	NA	NA	NA	24.9995136063151	24.2052925005886	24.2227190002629	23.9616414890982	23.4959970706	24.2382565926677	NA	NA	NA	NA	NA	NA
AIPGENE1158	NA	NA	NA	NA	21.520863907642	NA	20.9798590601643	NA	20.6949694967352	NA	NA	NA	NA	NA	NA	NA
AIPGENE11580	NA	NA	NA	NA	21.6041995748426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIPGENE11583	NA	NA	NA	NA	25.150374956292	24.5678617169008	25.2142123494272	25.4024554310842	25.9496957397668	25.75416498545	NA	NA	NA	NA	NA	NA
AIPGENE11590	NA	NA	NA	NA	23.1628519430238	24.0356705517049	24.4861608342532	23.6116808338124	24.6498793276236	24.1111094194937	NA	NA	NA	NA	NA	NA
AIPGENE11593	0.0149612150721116	0.028025330826722	0.823600214221294	24.4709719568707	25.3137719784341	24.5599188840924	24.8340323050797	24.4173520991568	24.7779621818463	25.1689766950366	24.6318996370317	NA	24.3350448363064	23.906927274241	23.045420224259	24.1893854100937
