GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0004757	sepiapterin reductase activity	1	0	0.01	1.00000
GO:0004758	serine C-palmitoyltransferase activity	2	0	0.01	1.00000
GO:0004760	serine-pyruvate transaminase activity	2	0	0.01	1.00000
GO:0004766	spermidine synthase activity	2	0	0.01	1.00000
GO:0004767	sphingomyelin phosphodiesterase activity	4	0	0.03	1.00000
GO:0004768	stearoyl-CoA 9-desaturase activity	1	0	0.01	1.00000
GO:0004771	sterol esterase activity	2	0	0.01	1.00000
GO:0004772	sterol O-acyltransferase activity	2	0	0.01	1.00000
GO:0004773	steryl-sulfatase activity	6	0	0.04	1.00000
GO:0004774	succinate-CoA ligase activity	6	0	0.04	1.00000
GO:0004775	succinate-CoA ligase (ADP-forming) activity	3	0	0.02	1.00000
GO:0004776	succinate-CoA ligase (GDP-forming) activity	4	0	0.03	1.00000
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	2	0	0.01	1.00000
