"Protein.ID","Control.Symbiosome_PValue","Control.Symbiosome_AdjPVal","Control.Symbiosome_log2FoldChange","featureAvg","CycLoess_Con1","CycLoess_Con2","CycLoess_Con3","CycLoess_Con4","CycLoess_Con5","CycLoess_Con6","CycLoess_Sym1","CycLoess_Sym2","CycLoess_Sym3","CycLoess_Sym4","CycLoess_Sym5","CycLoess_Sym6"
"AIPGENE10",NA,NA,NA,NA,22.2150548481738,21.7622673973986,22.6159753629168,23.2318380707209,21.5963971478331,21.0681567365765,NA,NA,NA,NA,NA,NA
"AIPGENE10000",NA,NA,NA,NA,22.7353066178294,23.623166164776,23.9166851911084,23.8651047772763,24.7808580158175,23.5145454248778,NA,NA,NA,NA,NA,NA
"AIPGENE10018",NA,NA,NA,NA,23.9200179302686,24.6546325652895,24.3848306143638,23.8136285530843,24.5206936720323,24.4594181120648,NA,NA,NA,NA,NA,NA
"AIPGENE10063",0.308744513601461,0.36747308955826,-0.648397980785433,23.2525444369253,NA,23.6670923521499,22.6716686446083,22.9325738284287,NA,NA,NA,NA,NA,NA,23.7388429225144,NA
"AIPGENE10117",NA,NA,NA,NA,24.472723175154,24.5339294498803,24.6808573009559,23.9739680920186,25.1060436225231,23.4447960895545,NA,NA,NA,NA,NA,NA
"AIPGENE10129",NA,NA,NA,NA,22.8436375884226,23.2892931162704,23.3206062882799,24.54539750913,24.8835721141702,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10135",NA,NA,NA,NA,20.469901048724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10143",0.112541832402645,0.152768561753177,-0.372784309316479,26.7777765803097,26.8254740025865,26.5041252690957,26.7381685303085,26.6123386309757,26.1149882252829,26.7532118956596,27.0093732007101,26.5769998508777,27.2111247922847,26.517587569998,27.0470537997756,27.4228731961617
"AIPGENE10179",NA,NA,NA,NA,NA,NA,NA,22.6745846846741,23.0178781498451,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10188",NA,NA,NA,NA,23.0708531613448,22.8999958428767,21.8223719539131,23.4500298841978,23.5623441738878,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10274",NA,NA,NA,NA,23.9996981868538,23.9742965855641,23.7580367541327,24.0764324764289,24.2930609209889,23.4836518490814,NA,NA,NA,NA,NA,NA
"AIPGENE10288",NA,NA,NA,NA,NA,NA,22.2124523365008,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10361",NA,NA,NA,NA,21.2004194019362,NA,22.3768585433183,22.7892992914908,22.8530615814748,NA,NA,NA,NA,NA,NA,NA
"AIPGENE1040",0.0192374892838065,0.0344387750938987,-1.9320505721477,24.1186502787945,NA,NA,NA,22.0897688670445,NA,23.3874594446193,24.8581982191321,24.3382950117077,25.8513269066297,NA,25.2351184807248,23.0703850217037
"AIPGENE10412",NA,NA,NA,NA,25.2647023660322,25.628862202111,24.4313279386946,25.5640051938208,26.0282205232895,25.7540425841962,NA,NA,NA,NA,NA,NA
"AIPGENE10493",0.000601900677486037,0.00169720491462801,1.33527417938285,27.1627095475126,27.471826071944,27.5872162968256,27.6999218656613,27.7864793065844,28.256449781421,28.1801865007878,27.0428210493782,26.5565731896941,27.1666006779262,25.8075938414917,26.9114380651728,25.485407923264
"AIPGENE10494",0.00492480734266317,0.010228477036729,1.72256537505139,25.3864815556003,26.0898146201762,26.1544043046656,25.8684485328744,26.0616331407538,25.3574369437359,26.2322825414988,22.8585774416501,24.1647214284209,25.6910150466272,NA,NA,NA
"AIPGENE10504",2.70014306000053e-10,7.39164162675146e-09,-3.05483296966968,28.0019792583519,26.4664596487106,26.1482520355886,26.3909130566299,26.3418753425459,26.8162187927348,26.6836577648925,29.9343160589915,29.1912989967583,29.598803282099,29.633812391083,29.4532735475716,29.364870182617
"AIPGENE10518",NA,NA,NA,NA,23.4078863538421,25.0356337619542,24.6933852599344,25.633038713281,25.0765574929318,25.4122887412194,NA,NA,NA,NA,NA,NA
"AIPGENE10519",0.207213646955286,0.262310917243975,0.35179782179571,23.9176394820408,24.7990145875522,24.3696125381008,24.1717094791596,23.5628600954431,23.5406772818688,24.0214115150175,24.1577472760757,23.765322520179,23.4841984193012,NA,23.6416232691554,23.5798573205952
"AIPGENE1052",NA,NA,NA,NA,20.6087014993176,20.472836515419,20.7347838336758,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10527",NA,NA,NA,NA,25.359053222138,23.7749628027652,24.4441151285481,24.1451015786527,26.2073942288114,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10529",NA,NA,NA,NA,20.2293698951504,22.3549462221594,23.0562312774413,23.2611524137977,22.8749111428158,22.4933203227823,NA,NA,NA,NA,NA,NA
"AIPGENE10532",NA,NA,NA,NA,24.0405545407599,23.4702455108866,23.8835602536929,24.6934702090572,24.4802042900439,23.3720575754129,NA,NA,NA,NA,NA,NA
"AIPGENE10535",NA,NA,NA,NA,24.3482844692086,25.6796283546872,25.1124447412269,25.5415554357148,25.1394789957968,25.2961210655988,NA,NA,NA,NA,NA,NA
"AIPGENE10546",NA,NA,NA,NA,21.6752853942626,NA,NA,22.2487837600383,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10560",NA,NA,NA,NA,23.6917647383249,24.1508241889401,23.4027572076335,22.7816918554993,22.7022183420121,24.0406211621651,NA,NA,NA,NA,NA,NA
"AIPGENE10564",2.97442457548283e-06,1.67025380007882e-05,-2.04021394075543,25.2850630095356,24.3333053154073,23.3979529417088,23.9281106460331,24.8133280531157,24.446113367649,24.6709259110334,26.8597364425504,26.3802810565733,26.3984532530046,26.2547737554915,26.3521883202632,25.5855870515969
"AIPGENE10586",NA,NA,NA,NA,25.1111864940147,25.6223990972235,25.4405118933137,25.4780420427366,24.7259477362375,25.2994291104933,NA,NA,NA,NA,NA,NA
"AIPGENE10587",2.54887083626732e-07,1.92483694187084e-06,2.57849517251737,27.0480284035779,28.5223387677018,28.3050754476306,28.2122242746385,28.5479881154564,28.0948969881311,28.3411323454614,26.5838695404083,26.0816218270518,26.3838502244564,25.3397565278395,25.0679393352368,25.0956474489227
"AIPGENE10606",9.32793040551741e-07,6.07495960926651e-06,2.06193560167505,26.0191536648358,27.2530390025129,26.8542437638819,26.9696649348588,26.9474648157484,26.6578400099475,27.0561301939066,25.1203458331853,24.9504537874294,NA,24.6158116449574,24.2951162886953,25.4905800380708
"AIPGENE10618",1.29454666885435e-09,2.36254767065919e-08,4.12036702059575,27.9494651338629,29.744015193058,29.9644465078802,29.3966658561301,29.8549299231505,29.681106300383,30.2929916242003,25.2346330841666,NA,26.6497530213923,25.8865016856881,25.4494751113504,25.2895981650923
"AIPGENE10619",NA,NA,NA,NA,23.80505094454,22.7537205289361,22.8256320068043,21.4815689662441,22.3540416211945,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10623",NA,NA,NA,NA,25.248535450231,25.3346605220319,25.331860647018,25.3783888606879,24.9656003375064,25.9552682031048,NA,NA,NA,NA,NA,NA
"AIPGENE10649",NA,NA,NA,NA,22.0838966705992,22.6358369108881,23.2044881603927,NA,23.1942365459416,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10659",7.25224684009323e-07,4.9120888391147e-06,3.66850340364421,27.2982570768504,28.925046884524,28.8921597122322,28.8850976164472,29.1007443551559,29.1716299513153,28.819873224094,24.5863018127118,26.1572635188789,26.684596379871,NA,23.8003532281535,25.257761161971
"AIPGENE10679",NA,NA,NA,NA,22.8424307599181,NA,23.5586802221381,23.0819864065187,22.6552239914098,22.4523945471483,NA,NA,NA,NA,NA,NA
"AIPGENE10686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5845919914221,NA,NA,21.1915623888596,NA
"AIPGENE10708",NA,NA,NA,NA,NA,NA,NA,22.5517879802268,23.0294030475826,23.0567954427494,NA,NA,NA,NA,NA,NA
"AIPGENE10716",0.00612016230524678,0.0123341921305127,-1.06997499942891,24.9086402190755,25.0820176513423,24.9300717783687,24.5568834877898,23.9663932110638,23.089721332007,NA,25.4977691409504,25.6199442463516,25.1069288547612,25.4473130533676,25.178330229928,25.5196694239005
"AIPGENE10764",0.0018816972976591,0.00427776859710045,1.95552432455694,25.6751544499293,25.6295368295479,25.8296569326191,25.8193122155758,26.2169550284466,27.4168251078733,26.0719270723485,23.8139367948067,NA,24.6030856182165,NA,NA,NA
"AIPGENE10773",NA,NA,NA,NA,24.4150657250074,24.5655615484604,24.1493468545015,22.7188781606107,24.0222176639287,23.1698089770715,NA,NA,NA,NA,NA,NA
"AIPGENE1080",1.21906614617266e-05,5.61523435377643e-05,1.63490368819425,25.0607197775218,25.4322706766441,25.4271184524703,25.8955836829709,25.6924153574656,25.8847755692758,25.9559237779705,23.8776469325394,NA,24.004271401678,NA,24.4807715188444,23.9564204053594
"AIPGENE10885",0.830217100075674,0.857629928851757,-0.0770454619947394,24.3124667655555,24.4631885599989,24.5182717845301,NA,23.9895605637619,NA,24.1761188712715,24.5045363624294,24.2231244513413,NA,NA,NA,NA
"AIPGENE10893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8515098828203,27.7651977944039,28.1885057594325,27.9714907931429,28.111097120208,28.4809719722143
"AIPGENE10895",NA,NA,NA,NA,NA,NA,NA,NA,22.7098649516361,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10899",NA,NA,NA,NA,25.0557123592589,24.1112014962911,23.7314115423623,23.7522578513744,22.7051701657457,22.5575294635328,NA,NA,NA,NA,NA,NA
"AIPGENE10905",1.27337561864198e-08,1.49394246687104e-07,-3.38271482421136,27.0253883030038,24.1797344195161,25.1050143702074,25.186631228581,25.789620251174,25.6833841866106,26.0598008892994,28.9119738026982,28.5559339819133,28.569846964421,29.2107097856518,28.3911318907845,28.6608778651879
"AIPGENE10921",NA,NA,NA,NA,NA,22.5538794670229,22.7540856395502,22.7827781729002,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE1093",NA,NA,NA,NA,23.9641581645857,24.187153191424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10935",NA,NA,NA,NA,22.9117443420133,NA,23.9316006114862,21.5210642794686,22.5539967299852,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10940",NA,NA,NA,NA,21.3494832584614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10966",NA,NA,NA,NA,24.7289837639236,25.2010147020394,25.144696905063,25.1533155689547,25.1608456851894,25.0956086282407,NA,NA,NA,NA,NA,NA
"AIPGENE10967",NA,NA,NA,NA,22.0587558332598,NA,22.4696313369192,22.6613100636357,22.8675426053514,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10977",NA,NA,NA,NA,NA,NA,NA,22.5844356324747,22.5910652965512,NA,NA,NA,NA,NA,NA,NA
"AIPGENE10991",NA,NA,NA,NA,24.423396191872,24.5306213729609,24.2981840087171,24.1800766963817,24.0236988758602,23.6142300823657,NA,NA,NA,NA,NA,NA
"AIPGENE11011",NA,NA,NA,NA,22.6285323030677,NA,23.0049630151085,NA,22.0951559472562,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11057",0.987989742338194,0.98990469652382,-0.00459929422244798,24.7697528949347,24.8180542021782,24.438516528018,25.1051962492814,24.2113621486657,24.7598807832635,25.272963928504,24.2846598634381,24.2314845973837,25.5355053229251,25.2403847938129,24.5692734268115,NA
"AIPGENE11091",NA,NA,NA,NA,24.3674067340292,23.2526940880521,24.9718879890341,24.5748128251939,25.4553433651937,23.7339608749217,NA,NA,NA,NA,NA,NA
"AIPGENE11099",0.973647902573762,0.979612055116327,0.0229995206709503,22.1749023026209,NA,NA,NA,22.2978980253959,22.0749061005169,NA,NA,NA,23.0983749835694,NA,21.2284301010015,NA
"AIPGENE11123",1.16054633393342e-10,4.28469193066841e-09,-3.80019970249873,28.0783088391595,26.1925253153437,26.070616761554,26.3843381899776,25.7663359347077,26.3284605674232,26.3269771584544,30.1158363172597,29.4874152879225,29.3384223070077,30.3660879459762,30.2771171150994,30.2855731691875
"AIPGENE11167",0.000291157706513159,0.000898077996146224,2.91549891739887,25.8588430058472,26.6318199890304,26.7761519835818,26.5159719425963,26.8839532002996,26.6042770347813,26.1141322608921,22.3961798003731,NA,24.948257835223,NA,NA,NA
"AIPGENE11186",NA,NA,NA,NA,24.1764628655197,24.201705935033,24.2255340435814,24.2242331371448,24.167617697672,24.0911799402176,NA,NA,NA,NA,NA,NA
"AIPGENE11193",NA,NA,NA,NA,23.4852058802285,23.8618790746342,24.4038254341658,23.1929589763316,24.0177738357708,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11223",NA,NA,NA,NA,21.3489629998467,NA,NA,NA,20.8497279731488,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11225",0.197522468551169,0.251496631469221,1.22187684017477,24.0047044331696,24.7636281692269,24.2745391554748,21.4050405195077,25.2830327629319,25.5939357387723,24.540865513366,NA,NA,23.0804456569114,NA,NA,23.0961479491656
"AIPGENE11237",0.0038168111375118,0.00811535571956392,3.34692650486353,22.7367708853484,24.7544796159463,21.9502980916113,24.5552681155727,24.1496063914146,NA,NA,21.5167449836787,NA,19.4942281138667,NA,NA,NA
"AIPGENE11239",NA,NA,NA,NA,20.9653203731223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE1127",NA,NA,NA,NA,NA,NA,NA,22.5711939465183,24.9295444338781,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11276",NA,NA,NA,NA,26.1636048596885,26.6597285229191,25.2614980246224,23.8647509099871,25.5194056883029,26.1223494334009,NA,NA,NA,NA,NA,NA
"AIPGENE11286",0.279848701514922,0.338483862199495,0.995312567474599,26.2013933246202,27.1217388416111,27.3526847101377,26.2444138285413,24.8740759357126,25.4645453314193,27.0040263581343,NA,25.3482682667848,NA,NA,NA,NA
"AIPGENE11306",NA,NA,NA,NA,23.7744416292454,24.3467457190425,23.8825469050441,23.3977993239191,24.0173732776878,22.5991626135864,NA,NA,NA,NA,NA,NA
"AIPGENE11311",NA,NA,NA,NA,24.2685582125778,24.2971284351893,24.3986065478207,24.293567278688,24.4132600880078,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11320",NA,NA,NA,NA,22.6897206182292,21.6458283300762,22.4464243035285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11341",NA,NA,NA,NA,23.7158989742549,23.927240918268,23.1514150529017,24.5869301246601,23.7665982705414,24.2954635246711,NA,NA,NA,NA,NA,NA
"AIPGENE11352",NA,NA,NA,NA,22.0520089442436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11356",0.000213382810570377,0.00068721816933695,-1.15083699943648,23.3022924285219,23.0164372918287,22.5332648922082,22.4129804436994,22.7322305436536,22.9394564726286,NA,24.0391126742722,23.6437448680458,23.6925709738026,24.0129492627157,NA,24.0001768623646
"AIPGENE11368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5365377013188,22.7665639939757,22.7432125273387,21.8243533958419,22.6955437120742
"AIPGENE11410",0.00545901990950436,0.0111384350327465,2.476216689316,21.7039365128701,NA,NA,NA,23.3547476390808,NA,NA,20.8956635148728,20.8613983846568,NA,NA,NA,NA
"AIPGENE11420",0.0939335377852995,0.130474279756748,0.611546452275,26.4490614920129,26.2632681719486,26.7246033404847,26.7957237137691,27.0084729116844,26.2536311629541,26.8717625557863,25.5272937498271,25.7867678441972,26.8100299774643,NA,NA,NA
"AIPGENE11421",9.33897900359083e-07,6.07495960926651e-06,2.76503381989611,26.7240634347764,28.2448587266456,28.2592706084939,28.1772255354878,28.0844971641076,28.021420146676,27.8522098869356,24.1702911079933,26.3481407711134,26.3938964122537,24.8856840644408,25.2172289345101,25.0340378586586
"AIPGENE1143",NA,NA,NA,NA,22.3787459412589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11436",0.0392219942380905,0.0623943104465507,-0.876691408639072,23.2965512189022,22.3576960045219,NA,22.9485117339729,23.4234859754515,22.7031283443844,NA,23.4813099355295,NA,NA,24.5561700139329,23.813355919662,23.0887518237626
"AIPGENE11440",NA,NA,NA,NA,24.7067634525348,24.3649106749521,23.7611672491351,24.6702294079626,23.4861107703873,23.9653696355067,NA,NA,NA,NA,NA,NA
"AIPGENE11487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0017455903793,NA
"AIPGENE11497",0.312904199425539,0.37159251262818,0.677897778893318,24.3728280568367,24.1142048209981,24.563671641143,24.6629712955206,23.4070497251471,24.7133379981186,25.3567880991443,NA,NA,23.7917728177853,NA,NA,NA
"AIPGENE11506",0.0945910534682016,0.131110384237571,0.853577255236221,25.1161023752823,24.8027709453512,25.4509945458334,25.5879945236385,25.2167235643217,24.8626574797168,25.5071108401777,NA,NA,24.384464727937,NA,NA,NA
"AIPGENE11531",NA,NA,NA,NA,NA,NA,NA,NA,21.9781785100761,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11540",9.5932374567797e-05,0.000346305330170564,2.23973238201488,24.5477796303843,25.0581671601742,25.3390328710596,26.1934929202881,24.986834789991,25.0628369543685,25.1257778504542,22.169693471695,23.6293414347862,23.364839220642,NA,NA,NA
"AIPGENE11551",0.00243241085887937,0.00540234967729286,-1.50673719866805,23.0078759129228,23.0382788604104,20.819420585411,22.2144570015575,22.5514757570704,22.3064640910698,NA,24.1207081916011,24.2400117557875,22.4324332809701,23.6231551940373,23.9823667675878,23.7578635566474
"AIPGENE11562",NA,NA,NA,NA,21.3477610354715,21.7451723264799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11563",NA,NA,NA,NA,26.6369448371141,26.3084453362686,26.4733893778784,26.4868223901225,26.3151746050376,26.3650815654295,NA,NA,NA,NA,NA,NA
"AIPGENE11578",NA,NA,NA,NA,24.9935253482639,24.2068709950953,24.2223264669784,23.9544073712121,23.491040619978,24.2245210691072,NA,NA,NA,NA,NA,NA
"AIPGENE1158",NA,NA,NA,NA,21.5238223664406,NA,20.9778390302058,NA,20.6933999024194,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11580",NA,NA,NA,NA,21.6055888014524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11583",NA,NA,NA,NA,25.146404000201,24.5580235582532,25.2040889017425,25.3964608510842,25.9422622329468,25.7474786043692,NA,NA,NA,NA,NA,NA
"AIPGENE11590",NA,NA,NA,NA,23.1564884134531,24.0370388840144,24.4859599872364,23.6048196282548,24.6453375015707,24.0968257658553,NA,NA,NA,NA,NA,NA
"AIPGENE11593",0.0160347735578154,0.0297594526200133,0.80706447417845,24.473261036509,25.3084465421206,24.5597929993844,24.8326265989527,24.4105379463399,24.772848735766,25.1563983260682,24.6364264999725,NA,24.3445219923628,23.9138189618037,23.0691477879516,24.201305010877
"AIPGENE1160",0.00370147975572756,0.00792140781600328,1.84383246044085,26.5105884111162,26.778077315272,26.806847441714,26.8886590989501,27.1781936759817,26.0397442341684,26.9524365238461,NA,NA,24.9301605878812,NA,NA,NA
"AIPGENE11602",NA,NA,NA,NA,21.7355849049158,NA,21.4266552374459,20.3886247066488,20.3457839889115,21.431827086377,NA,NA,NA,NA,NA,NA
"AIPGENE11605",NA,NA,NA,NA,21.7199921980261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11610",0.00220928271351512,0.00493707055367155,2.1431539083005,24.7480916156823,25.2021344994694,25.2762114966333,24.3293769766839,25.6273765492551,25.1394027880901,24.7510364482194,NA,22.9111025514247,NA,NA,NA,NA
"AIPGENE11614",0.0405574775769581,0.0643629535460422,0.892762380550117,22.1467551223523,22.5378635329583,22.3090689746135,23.1328584677506,22.5223199706342,21.9055941293363,NA,22.2745434229684,NA,NA,NA,21.5884407444636,20.9033517360934
"AIPGENE11620",NA,NA,NA,NA,22.860300780751,NA,21.982283357336,NA,23.0029490426357,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11621",NA,NA,NA,NA,21.9715703461322,NA,21.549667878806,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11623",NA,NA,NA,NA,22.6297855207301,NA,NA,22.7481652832133,22.8366087074506,23.2336307038585,NA,NA,NA,NA,NA,NA
"AIPGENE11626",NA,NA,NA,NA,22.8997129199648,21.1380493636179,22.8419217796462,20.1197846746315,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1241935083043,25.774907695611,25.9427771183579,25.9659750042702,26.0904241799869,26.2353369772461
"AIPGENE1163",NA,NA,NA,NA,NA,NA,22.9935808430012,22.2368777411105,21.5473314954222,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11638",NA,NA,NA,NA,22.8924331632144,24.4093175610709,24.0020318766732,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11641",NA,NA,NA,NA,23.8801348130624,NA,21.8244169405203,25.6255429923076,24.6795970747382,23.4937457420947,NA,NA,NA,NA,NA,NA
"AIPGENE11666",NA,NA,NA,NA,NA,NA,22.1378525483102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11679",NA,NA,NA,NA,21.3900150769976,NA,21.3055279039,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11684",1.47571656138691e-09,2.55143626534527e-08,4.90262816587597,29.394855449196,31.1887765938354,31.0507815219838,30.8029982356625,30.7780662061722,31.1515350321526,31.2022314371213,25.5631374343662,26.2240094216283,26.5921631598415,NA,NA,NA
"AIPGENE11699",NA,NA,NA,NA,NA,NA,22.2421610184066,22.2992896688686,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11701",0.0295514737006332,0.0495288730135612,0.711420988724949,28.9288848184698,28.9949340981479,28.9691451268353,29.5090165910035,29.2363611245468,29.5264895943141,29.4716253421457,28.0094135506663,28.043502235646,28.1953399568407,29.6864424067937,28.3933188873268,29.1110289073702
"AIPGENE11714",0.0597576909049474,0.0878317738804261,-0.916189623118548,25.2786134034512,24.9861995261729,23.5592389480669,25.0865531644154,25.0259739935506,25.5528500973489,24.7122958217967,27.3144595856872,24.253904029097,25.9076718514519,25.7812292170645,26.1142658435313,25.0487187632308
"AIPGENE11718",0.00750513292655438,0.0148520250986332,1.02093962105426,24.0344618474908,24.5585750331824,23.7722624032988,23.7591909971318,24.7905206199949,24.7718975021826,25.0045796196845,NA,23.3400084542893,23.2418608964205,23.9931948814649,23.1125280672583,NA
"AIPGENE11731",NA,NA,NA,NA,NA,NA,NA,NA,22.8567934836284,21.8932706944137,NA,NA,NA,NA,NA,NA
"AIPGENE11735",NA,NA,NA,NA,21.5724755117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11736",0.306105215325153,0.36632263473338,-0.824323064029802,21.5616964614229,NA,NA,NA,21.149534929408,NA,NA,NA,21.9738579934378,NA,NA,NA,NA
"AIPGENE11752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1232034686403,23.3230251416547,NA,NA,NA
"AIPGENE11754",0.653773069213369,0.709965134666418,-0.289851208215296,23.4867949636143,NA,23.2935608248041,NA,NA,NA,NA,NA,23.9169517319517,23.2498723340871,NA,NA,NA
"AIPGENE11758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4327209337004,23.8081868133258,24.3803007125571,23.7790911431569,21.1403736554641,NA
"AIPGENE1176",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4556262551222,NA,NA,NA,NA,NA,NA
"AIPGENE11763",NA,NA,NA,NA,22.1711364082258,NA,NA,23.660066218347,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11779",NA,NA,NA,NA,22.0521186491722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11785",NA,NA,NA,NA,NA,NA,NA,22.5731544481912,NA,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11786",NA,NA,NA,NA,22.2695218270547,NA,NA,23.5972889394388,22.4165826702618,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11792",NA,NA,NA,NA,24.3040411840696,24.0947342838561,25.9734649333815,25.4576186136623,25.7644545461057,26.9915341341096,NA,NA,NA,NA,NA,NA
"AIPGENE11799",NA,NA,NA,NA,21.5750534459915,22.6626149660128,22.5749240610553,NA,23.5215629695835,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11800",NA,NA,NA,NA,23.2584888628765,22.9168171980449,23.9892991346268,23.549109698112,24.0201895298703,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11806",0.636071451991595,0.69418429228983,0.334875417332672,23.2007456865582,NA,NA,NA,23.0155261341542,22.7244770452171,24.1133904433028,NA,22.9495891235587,NA,NA,NA,NA
"AIPGENE11828",0.00161887445278625,0.0037583057084119,1.26641707735016,25.6303840592752,25.9590715176214,25.7556588474049,26.1672813337125,26.0897598910425,26.0333431767841,25.6768152051108,NA,24.4690231732957,24.8921193292294,NA,NA,NA
"AIPGENE11855",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8631384697684,NA,NA,NA,NA,NA,NA
"AIPGENE11868",NA,NA,NA,NA,NA,NA,NA,NA,20.7367172181374,NA,NA,NA,NA,NA,NA,NA
"AIPGENE11873",NA,NA,NA,NA,25.9872023092518,25.4462380370361,25.1467311114007,25.5129903961426,26.2716461703838,24.952806228645,NA,NA,NA,NA,NA,NA
"AIPGENE11899",0.100521140322268,0.137065258319112,0.843552491777125,25.0116773984755,25.728581943884,25.1150393489718,25.6128836495342,25.1453942066914,25.9500891908177,24.5426020312188,23.756821778088,25.3052884545829,25.7296690219358,NA,23.2304043590301,NA
"AIPGENE11908",NA,NA,NA,NA,23.8537680928867,23.9848161185956,23.6466572094787,23.5823153225312,24.2752157509807,24.1121672226534,NA,NA,NA,NA,NA,NA
"AIPGENE11940",0.639830586578443,0.697128848063079,-0.102895539791483,24.203299175918,23.938249579888,24.1467908545693,24.2185762387095,24.3175256216383,23.8508079856615,24.4391581556669,24.1461999885333,23.8938808262071,24.2531587972096,24.5737289897754,23.9072003054045,24.7543127677525
"AIPGENE11954",NA,NA,NA,NA,NA,NA,23.0297978390592,NA,22.9809104487148,22.8379198365718,NA,NA,NA,NA,NA,NA
"AIPGENE1198",0.22058800407472,0.274481664161158,0.44841248393158,26.0044374582127,26.0527022405474,25.923284968082,25.8066868184206,25.951388302771,26.4135276415385,26.7758597457796,25.0409255911234,25.6736701344357,26.4018916812157,NA,NA,NA
"AIPGENE11986",0.0958588881513463,0.132587977927231,1.01139464526836,25.1534723025215,25.3685975057866,26.0516873400371,24.5540618688471,25.577612571631,25.2181604574358,25.0176237673357,NA,NA,24.2865626065772,NA,NA,NA
"AIPGENE12000",2.02295687348154e-06,1.17617935033395e-05,3.2425314122567,27.6815252265455,28.4584462763675,28.5321565990407,28.4968813984614,28.5909339629402,28.336926569299,28.5376036715493,NA,24.6555744950746,25.8436788396314,NA,NA,NA
"AIPGENE12002",NA,NA,NA,NA,26.4360318443201,25.9477821860143,26.0924404271255,26.244508867015,26.2622618777283,26.5263282033766,NA,NA,NA,NA,NA,NA
"AIPGENE12008",0.000204320570580298,0.000671193074356277,1.82977067940395,23.4884522970686,24.4840568387349,24.3167632031936,24.6084942900877,24.2843933690566,23.4084757886539,23.4880716514926,22.0470644217362,22.1130216859788,22.6457294246828,NA,NA,NA
"AIPGENE12010",NA,NA,NA,NA,23.0156755441768,24.2407949491968,24.5011294499918,23.5474502692088,23.7695309749096,24.0107396829409,NA,NA,NA,NA,NA,NA
"AIPGENE12014",NA,NA,NA,NA,24.1652550190303,25.0093495451589,24.7432923744671,24.0647683815809,24.4753486804785,NA,NA,NA,NA,NA,NA,NA
