Date,Treatment,Dish,Animal,Area,Mean
227,SLC26A11 P2,4,3,118.168,2649.486
227,SLC26A11 P2,4,3,123.614,1881.505
227,SLC26A11 P2,4,3,109.751,2374.337
227,SLC26A11 P2,4,3,123.614,1057.677
227,SLC26A11 P2,4,3,123.614,1833.483
227,SLC26A11 P2,4,3,240.462,3660.097
227,SLC26A11 P2,4,3,216.696,3185.462
227,SLC26A11 P2,4,4,198.212,2534.259
227,SLC26A11 P2,4,4,142.099,2595.499
227,SLC26A11 P2,4,4,101.664,5503.37
227,SLC26A11 P2,4,4,142.099,4193.387
227,SLC26A11 P2,4,4,95.228,5558.333
227,SLC26A11 P2,4,4,185.504,3469.271
227,SLC26A11 P2,4,4,150.516,5022.664
227,SLC26A11 P2,4,4,185.504,5682.393
227,SLC26A11 P2,4,4,101.664,5455.67
227,SLC26A11 P2,4,4,198.212,2555.243
227,SLC26A11 P2,4,5,95.228,9224.856
227,SLC26A11 P2,4,5,118.168,8419.746
227,SLC26A11 P2,4,5,69.481,15004.572
227,SLC26A11 P2,4,5,73.937,12874.491
227,SLC26A11 P2,4,5,57.599,15160.35
227,SLC26A11 P2,4,5,89.121,15296.174
227,SLC26A11 P2,4,5,101.664,11667.857
227,SLC26A11 P2,4,5,80.704,11499.699
227,SLC26A11 P2,4,5,80.704,8324.734
227,SLC26A11 P2,4,5,69.481,10253.093
227,SLC26A11 P2,4,6,123.614,6639.748
227,SLC26A11 P2,4,6,89.121,5897.569
227,SLC26A11 P2,4,6,208.609,3844.337
227,SLC26A11 P2,4,6,134.012,2457.787
227,SLC26A11 P2,4,6,208.609,2521.017
227,SLC26A11 P2,4,6,168.34,4748.595
227,SLC26A11 P2,4,6,109.751,3704.851
227,SLC26A11 P2,4,6,198.212,6720.606
227,SLC26A11 P2,4,6,150.516,1543.753
227,SLC26A11 P2,4,6,230.395,3529.693
227,SLC26A11 P2,4,7,80.704,7229.02
227,SLC26A11 P2,4,7,123.614,5982.501
227,SLC26A11 P2,4,7,69.481,5176.781
227,SLC26A11 P2,4,7,134.012,6755.733
227,SLC26A11 P2,4,7,142.099,5918.82
227,SLC26A11 P2,4,7,150.516,3513.954
227,SLC26A11 P2,4,7,109.751,8354.071
227,SLC26A11 P2,4,7,95.228,7718.716
227,SLC26A11 P2,4,7,101.664,11201.032
227,SLC26A11 P2,4,7,142.099,5456.755
227,SLC26A11 P2,4,8,123.614,5827.288
227,SLC26A11 P2,4,8,109.751,4082.259
227,SLC26A11 P2,4,8,118.168,3230.137
227,SLC26A11 P2,4,8,142.099,2903.627
227,SLC26A11 P2,4,8,179.067,4343.614
227,SLC26A11 P2,4,8,142.099,1986.374
227,SLC26A11 P2,4,8,168.34,2274.986
227,SLC26A11 P2,4,8,118.168,2295.733
227,SLC26A11 P2,4,8,101.664,2262.154
227,SLC26A11 P2,4,8,150.516,2350.589
227,WT,1,3,89.121,14131.53
227,WT,1,3,69.481,12445.28
227,WT,1,3,57.599,19268.699
227,WT,1,3,69.481,13302.758
227,WT,1,3,73.937,14648.826
227,WT,1,3,57.599,11429.968
227,WT,1,3,57.599,10648.688
227,WT,1,3,80.704,13173.971
227,WT,1,3,69.481,10526.107
227,WT,1,3,101.664,15510.903
227,WT,1,4,69.481,22217.819
227,WT,1,4,89.121,22071.028
227,WT,1,4,80.704,16256.511
227,WT,1,4,80.704,19576.624
227,WT,1,4,69.481,17992.333
227,WT,1,4,89.121,17579.746
227,WT,1,4,69.481,20354.019
227,WT,1,4,95.228,21596.806
227,WT,1,4,118.168,17053.511
227,WT,1,4,89.121,16693.765
227,WT,1,5,57.599,11511.361
227,WT,1,5,63.375,9530.565
227,WT,1,5,109.751,14591.119
227,WT,1,5,69.481,14209.454
227,WT,1,5,48.356,11659.823
227,WT,1,5,69.481,16998.848
227,WT,1,5,80.704,11695.18
227,WT,1,5,63.375,14365.82
227,WT,1,5,101.664,16184.211
227,WT,1,5,63.375,13081.951
227,WT,1,6,80.704,14747.035
227,WT,1,6,95.228,17981.047
227,WT,1,6,89.121,14335.748
227,WT,1,6,80.704,17674.611
227,WT,1,6,57.599,18731.55
227,WT,1,6,69.481,17963.154
227,WT,1,6,73.937,19282.723
227,WT,1,6,80.704,14410.072
227,WT,1,6,69.481,16412.093
227,WT,1,6,109.751,17301.06
227,WT,2,1,89.121,15990.061
227,WT,2,1,69.481,18247.606
227,WT,2,1,57.599,17900.585
227,WT,2,1,80.704,19738.074
227,WT,2,1,109.751,18478.03
227,WT,2,1,95.228,18177.071
227,WT,2,1,63.375,18200.781
227,WT,2,1,73.937,18230.643
227,WT,2,1,80.704,15464.969
227,WT,2,1,63.375,17810.484
227,WT,3,2,52.152,14719.911
227,WT,3,2,57.599,15706.553
227,WT,3,2,73.937,14354.087
227,WT,3,2,63.375,15908.714
227,WT,3,2,57.599,13103.705
227,WT,3,2,73.937,14618.335
227,WT,3,2,109.751,19139.445
227,WT,3,2,63.375,20564.203
227,WT,3,2,57.599,19908.716
227,WT,3,2,63.375,18143.734
227,WT,1,2,80.704,14620.399
227,WT,1,2,80.704,12720.384
227,WT,1,2,95.228,14613.392
227,WT,1,2,80.704,13560.924
227,WT,1,2,69.481,12877.625
227,WT,1,2,57.599,13972.41
227,WT,1,2,42.25,14667.133
227,WT,1,2,57.599,15036.877
227,WT,1,2,52.152,14292.845
227,WT,1,2,63.375,14527.854
226,SLC26A11 P1,2,10,80.704,8228.483
226,SLC26A11 P1,2,10,89.121,11173.713
226,SLC26A11 P1,2,10,118.168,6783.17
226,SLC26A11 P1,2,10,80.704,7551.348
226,SLC26A11 P1,2,10,95.228,3838.745
226,SLC26A11 P1,2,10,95.228,6095.529
226,SLC26A11 P1,2,10,73.937,6468.422
226,SLC26A11 P1,2,10,109.751,10315.88
226,SLC26A11 P1,2,10,101.664,10041.114
226,SLC26A11 P1,2,10,73.937,6716.737
226,WT,2,16,89.121,15804.58
226,WT,2,16,95.228,11134.967
226,WT,2,16,69.481,17044.045
226,WT,2,16,57.599,19317.802
226,WT,2,16,57.599,14228.751
226,WT,2,16,73.937,14201.975
226,WT,2,16,80.704,15446.967
226,WT,2,16,48.356,16322.075
226,WT,2,16,69.481,11769.097
226,WT,2,16,69.481,14023.758
227,SLC26A11 P2,3,4,109.751,7701.101
227,SLC26A11 P2,3,4,80.704,8845.217
227,SLC26A11 P2,3,4,63.375,8595.826
227,SLC26A11 P2,3,4,95.228,11537.447
227,SLC26A11 P2,3,4,118.168,8121.876
227,SLC26A11 P2,3,4,89.121,7576.678
227,SLC26A11 P2,3,4,95.228,8549.711
227,SLC26A11 P2,3,4,80.704,6319.26
227,SLC26A11 P2,3,4,73.937,11377.357
227,SLC26A11 P2,3,4,109.751,8951.615
227,SLC26A11 P2,3,2,160.583,4056.936
227,SLC26A11 P2,3,2,150.516,5243.996
227,SLC26A11 P2,3,2,160.583,4454.702
227,SLC26A11 P2,3,2,134.012,9347.597
227,SLC26A11 P2,3,2,185.504,11254.411
227,SLC26A11 P2,3,2,134.012,11012.748
227,SLC26A11 P2,3,2,109.751,13496.814
227,SLC26A11 P2,3,2,101.664,4585.43
227,SLC26A11 P2,3,2,160.583,4564.656
227,SLC26A11 P2,3,2,109.751,6970.844
