GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0009536	plastid	32	0	0.27	1.00000
GO:0009570	chloroplast stroma	5	0	0.04	1.00000
GO:0009579	thylakoid	6	0	0.05	1.00000
GO:0009705	plant-type vacuole membrane	3	0	0.03	1.00000
GO:0009941	chloroplast envelope	10	0	0.08	1.00000
GO:0010339	external side of cell wall	1	0	0.01	1.00000
GO:0010369	chromocenter	3	0	0.03	1.00000
GO:0010494	cytoplasmic stress granule	12	0	0.1	1.00000
GO:0012507	ER to Golgi transport vesicle membrane	17	0	0.14	1.00000
GO:0012510	trans-Golgi network transport vesicle membrane	8	0	0.07	1.00000
GO:0014069	postsynaptic density	122	0	1.03	1.00000
GO:0014701	junctional sarcoplasmic reticulum membrane	1	0	0.01	1.00000
GO:0014704	intercalated disc	37	0	0.31	1.00000
GO:0014731	spectrin-associated cytoskeleton	12	0	0.1	1.00000
GO:0015030	Cajal body	27	0	0.23	1.00000
GO:0015935	small ribosomal subunit	42	0	0.36	1.00000
GO:0016010	dystrophin-associated glycoprotein complex	25	0	0.21	1.00000
GO:0016011	dystroglycan complex	9	0	0.08	1.00000
GO:0016012	sarcoglycan complex	3	0	0.03	1.00000
GO:0016028	rhabdomere	4	0	0.03	1.00000
GO:0016035	zeta DNA polymerase complex	4	0	0.03	1.00000
GO:0016222	procollagen-proline 4-dioxygenase complex	1	0	0.01	1.00000
GO:0016234	inclusion body	40	0	0.34	1.00000
GO:0016235	aggresome	16	0	0.14	1.00000
GO:0016272	prefoldin complex	9	0	0.08	1.00000
GO:0016281	eukaryotic translation initiation factor 4F complex	9	0	0.08	1.00000
GO:0016282	eukaryotic 43S preinitiation complex	17	0	0.14	1.00000
GO:0016327	apicolateral plasma membrane	10	0	0.08	1.00000
GO:0016328	lateral plasma membrane	19	0	0.16	1.00000
GO:0016442	RISC complex	12	0	0.1	1.00000
GO:0016459	myosin complex	59	0	0.5	1.00000
GO:0016460	myosin II complex	14	0	0.12	1.00000
GO:0016461	unconventional myosin complex	20	0	0.17	1.00000
GO:0016514	SWI/SNF complex	9	0	0.08	1.00000
GO:0016528	sarcoplasm	46	0	0.39	1.00000
GO:0016529	sarcoplasmic reticulum	43	0	0.36	1.00000
GO:0016533	protein kinase 5 complex	2	0	0.02	1.00000
GO:0016580	Sin3 complex	12	0	0.1	1.00000
GO:0016581	NuRD complex	6	0	0.05	1.00000
GO:0016589	NURF complex	6	0	0.05	1.00000
GO:0016590	ACF complex	1	0	0.01	1.00000
GO:0016591	RNA polymerase II, holoenzyme	73	0	0.62	1.00000
GO:0016592	mediator complex	29	0	0.25	1.00000
GO:0016593	Cdc73/Paf1 complex	11	0	0.09	1.00000
GO:0016600	flotillin complex	7	0	0.06	1.00000
GO:0016602	CCAAT-binding factor complex	2	0	0.02	1.00000
GO:0016604	nuclear body	276	0	2.34	1.00000
GO:0016605	PML body	85	0	0.72	1.00000
GO:0016607	nuclear speck	157	0	1.33	1.00000
GO:0016938	kinesin I complex	5	0	0.04	1.00000
GO:0016939	kinesin II complex	6	0	0.05	1.00000
GO:0017053	transcription repressor complex	37	0	0.31	1.00000
GO:0017059	serine C-palmitoyltransferase complex	3	0	0.03	1.00000
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	2	0	0.02	1.00000
GO:0017109	glutamate-cysteine ligase complex	4	0	0.03	1.00000
